job_id,title,company,city,salary,salary_min,salary_max,date_posted,description_preview,is_hot_job,link
7799343,"Аналітик департаменту дистанційного сервісу, Data Analyst",Банк Південний,Банк Південний,,,,12 березня 2026,"Банк «Південний» — один із лідерів фінансового ринку України, який займає третє місце у групі українських банків із приватним капіталом за розміром активів.  Вже 32 роки «Південний» є надійним фінансовим партнером…",False,https://www.work.ua/jobs/7799343/
7718943,Insight Manager,Кондитерська Корпорація ROSHEN,Кондитерська Корпорація ROSHEN,70 000 – 85 000 грн,70.0,0.0,12 березня 2026,"ROSHEN шукає Insight Manager (того самого, який вміє перетворювати дані й дослідження на інсайти, а не на презентації «для галочки») ROSHEN — це бренд, який знають і люблять мільйони. А ще — це складні ринки, великі…",False,https://www.work.ua/jobs/7718943/
7554049,OSINT-аналітик,6 центр рекрутингу Сил безпілотних систем,6 центр рекрутингу Сил безпілотних систем,50 000 грн,50.0,0.0,12 березня 2026,Для розвитку власних систем керування й розширення…,False,https://www.work.ua/jobs/7554049/
7799277,Консультант з трансфертного ціноутворення,PwC Service Delivery Center,PwC Service Delivery Center,,,,12 березня 2026,Ми створюємо інноваційні рішення…,False,https://www.work.ua/jobs/7799277/
7740783,Тимлід (аналітика клієнтського досвіду),Rozetka,Rozetka,,,,12 березня 2026,ua потрібен «Тімлід напряму аналітики клієнтського досвіду (Customer Experience Analytics Team Lead)» ROZETKA — найбільший онлайн-ритейлер та один із найтехнологічніший…,False,https://www.work.ua/jobs/7740783/
7309585,Дата-аналітик,6 центр рекрутингу Сил безпілотних систем,6 центр рекрутингу Сил безпілотних систем,50 000 грн,50.0,0.0,12 березня 2026,"Повна зайнятість. Досвід роботи від 1 року.
                            Батальйон безпілотних систем «Цукрарня Птахів Мадяра» — це високотехнологічний батальйон у складі 414 окремої бригади безпілотних систем «Птахи Мадяра», який спеціалізується на забезпеченні підрозділів СБС ефективними…",False,https://www.work.ua/jobs/7309585/
7569643,Офіцер інформаційно-аналітичної групи командного пункту (s-3),46 ОАеМБр ДШВ,46 ОАеМБр ДШВ,28 000 – 80 000 грн,28.0,0.0,12 березня 2026,"Повна зайнятість.
                            Вимоги:    наявність офіцерського звання;   бажання працювати в інтересах військової частини;   здатність поєднувати виконання щоденних операційних та творчих завдань із системним підходом;   уважність до деталей,…",False,https://www.work.ua/jobs/7569643/
7740537,Фінансовий аналітик,NDA Recruitment,NDA Recruitment,,,,12 березня 2026,"Роль передбачає активну участь у бюджетуванні, аналізі відхилень та роботі…",False,https://www.work.ua/jobs/7740537/
7762767,Старший фінансовий аналітик,NDA Recruitment,NDA Recruitment,,,,12 березня 2026,"Роль передбачає активну участь у формуванні управлінської звітності, аналізі показників та підтримці…",False,https://www.work.ua/jobs/7762767/
7199572,Провідний експерт з продажів та кредитування малого та середнього бізнесу,"Креді Агріколь, банк",Креді Агріколь банк,,,,12 березня 2026,АТ «КРЕДІ АГРІКОЛЬ БАНК» оголошує конкурс на посаду Провідного експерта з продажів та кредитування малого та середнього бізнесу департаменту середнього корпоративного бізнесу та МСБ (з робочим місцем в м. Суми (вул…,False,https://www.work.ua/jobs/7199572/
7744146,Фінансовий аналітик (junior),"Ре-Лінк, ТОВ",Ре-Лінк ТОВ,40 000 – 45 000 грн,40.0,0.0,12 березня 2026,"Вища освіта.
                            Про насУкраїнська компанія (NDA) — виробник високотехнологічних акумуляторних батарей для оборонної промисловості. Компанія спеціалізується на розробці та виробництві енергоефективних рішень для FPV-дронів, БпЛА…",False,https://www.work.ua/jobs/7744146/
7333237,Аналітик системи РЕР,"Рейд, 17 Полтавська бригада НГУ",Рейд 17 Полтавська бригада НГУ,25 000 – 125 000 грн,25.0,0.0,12 березня 2026,"Основні обов’язки:   збір, систематизація та аналіз сигналів, перехоплень та інших даних, отриманих із засобів РЕР   робота з профільним програмним забезпеченням та технічними засобами РЕР   моніторинг радіоефіру,…",False,https://www.work.ua/jobs/7333237/
7689907,Спеціаліст з маркетингових досліджень,АТБ-маркет,АТБ-маркет,,,,12 березня 2026,"Повна зайнятість. Досвід роботи від 1 року.
                            Національна торговельна мережа магазинів «АТБ-маркет» взапрошує на роботу Спеціаліст з маркетингових досліджень Вимоги:   базова або повна вища (спеціальності Маркетинг, Економіка);   бажано досвід роботи у сфері…",False,https://www.work.ua/jobs/7689907/
7651093,Junior Data Reporting Engineer,Nix,Nix,,,,12 березня 2026,Базові знання C# (або схожої C-style мови)…,False,https://www.work.ua/jobs/7651093/
7772097,"Partner, Market Development Manager",Davintoo Ukraina,Davintoo Ukraina,,,,12 березня 2026,It has been successfully operating in the Ukrainian…,False,https://www.work.ua/jobs/7772097/
6305113,Менеджер з планування та аналітики,ДТЕК,ДТЕК,,,,12 березня 2026,"ДТЕК Дніпровські Електромережі — провідна енергетична компанія України, яка розподіляє електроенергію на території Дніпропетровської області та обслуговує понад 1,3 млн клієнтів. Співробітники Компанії щоденно забезпечують…",False,https://www.work.ua/jobs/6305113/
7481557,Аналітик торгової мережі,"BULOCHKA, мережа магазинів-пекарень",BULOCHKA мережа магазинів-пекарень,,,,12 березня 2026,"Ми — магазини-пекарні «BULOCHKA». Ми стабільно працюємо на ринку понад 15 років, постійно розширюємо виробництво та відкриваємо нові магазини-пекарні…",False,https://www.work.ua/jobs/7481557/
6341359,Фінансовий аналітик,"Бабак Україна, ТОВ",Бабак Україна ТОВ,,,,12 березня 2026,"«Бабак» — це сучасна мережа магазинів швидкого обслуговування біля дому, яка змінює підхід до зручних покупок. Ми поєднуємо швидкість, якість сервісу та широкий асортимент, щоб наші клієнти могли легко знаходити…",False,https://www.work.ua/jobs/6341359/
7670428,BI Analyst,Ajax Systems,Ajax Systems,,,,12 березня 2026,"Продуктам Ajax довіряють уже понад 4,5 мільйони кінцевих користувачів і 330 тисяч PRO-користувачів у більш ніж 180…",False,https://www.work.ua/jobs/7670428/
6465664,Діловод-аналітик з озброєння,24 ОМБр імені короля Данила,24 ОМБр імені короля Данила,50 000 – 60 000 грн,50.0,0.0,12 березня 2026,Служба передбачає перебування…,False,https://www.work.ua/jobs/6465664/
7677061,Бізнес-аналітик,"ARX, страхова компанія",ARX страхова компанія,,,,12 березня 2026,"Страхова компанія ARX — лідер страхового ринку України і представник канадської міжнародної страхової групи Fairfax Financial Holdings. № 1 на ринку КАСКО 17 років поспіль, шукає в свою команду Бізнес-аналітика…",False,https://www.work.ua/jobs/7677061/
7763790,Офіцер інформаційно-аналітичної групи ЗСУ,"Військова частина, ЗСУ (відділ оперативного реагування)",Військова частина ЗСУ (відділ оперативного реагування),25 000 грн,25.0,0.0,12 березня 2026,"Підрозділ запрошує на службу військовослужбовців офіцерського складу з обмеженою придатністю до військової служби (без залучення до виконання завдань у зоні бойових дій). Служба передбачає виконання організаційних,…",False,https://www.work.ua/jobs/7763790/
5547143,Консультант-аналітик 1С (BAS),"Системи обслуговування бізнесу, ТОВ",Системи обслуговування бізнесу ТОВ,30 000 – 60 000 грн,30.0,0.0,12 березня 2026,"Не обов’язково все одразу, але чим більше, тим краще. Важливе добре знання ERP.   Бажаний досвід участі у проектах впровадження програмних продуктів…",False,https://www.work.ua/jobs/5547143/
6168406,Аналітик,Український національний офіс інтелектуальної власності та інновацій,Український національний офіс інтелектуальної власності та інновацій,,,,12 березня 2026,"Шукаємо аналітика до IP офісу (Український національний офіс інтелектуальної власності та інновацій) Основні вимоги:   вища освіта (бажано в галузі фінансів, економіки, статистики);   досвід роботи на посадах економіст,…",False,https://www.work.ua/jobs/6168406/
6609538,Фінансовий аналітик у Нововолинськ,Кроноспан УА,Кроноспан УА,,,,12 березня 2026,Currently we are looking for a Finance Controller/Assistant to the Holding CEO with a possibility of further development to the position of CFO. Responsibilities…,False,https://www.work.ua/jobs/6609538/
7775037,Аналітик з ціноутворення,Megogo,Megogo,,,,12 березня 2026,"Ми працюємо з провідними українськими кінодистриб'юторами та найбільшими світовими кіностудіями: HBO, Universal, BBC,…",False,https://www.work.ua/jobs/7775037/
7464511,Аналітик,Крупозавод Озерянка,Крупозавод Озерянка,,,,12 березня 2026,"Повна зайнятість. Вища освіта.
                            Запрошуємо до своєї крутої команди аналітика, який прагне рости і розвиватись разом з нами! Від нас:   гідна та своєчасна оплата праці;   робочий день (08:30—17:30) з понеділка по п’ятницю;   офіційне працевлаштування…",False,https://www.work.ua/jobs/7464511/
7741689,Business Analyst (IT),Аврора,Аврора,,,,12 березня 2026,"Сьогодні мережа налічує понад 1800 магазинів, 4 офіси підтримки та 6 логістичних хабів в Україні. Наша команда — це понад 16000 аврорівців, які…",False,https://www.work.ua/jobs/7741689/
7798185,Аналітик баз даних,Коллекшн-Лайн,Коллекшн-Лайн,,,,12 березня 2026,"Повна зайнятість. Досвід роботи від 1 року.
                            Middle Data Analyst / Аналітик даних (Middle) Привіт! Ми —  компанія з багаторічним досвідом у сфері вирішення складних правових і ділових питань, яка працює на ринку з 2007 року Наша команда — це амбітні професіонали,…",False,https://www.work.ua/jobs/7798185/
7554499,Data analyst,Контінентал фармерз груп,Контінентал фармерз груп,,,,12 березня 2026,"Контінентал Фармерз Груп — українська компанія, лідер сільськогосподарської галузі! Ми працюємо в Західноукраїнському регіоні, обробляючи 195 тис. га, та об'єднуємо у своїй команді близько 2,5 тис. професіоналів…",False,https://www.work.ua/jobs/7554499/
7773219,Junior Marketing Research Specialist,BetterMe,BetterMe,,,,12 березня 2026,We build what makes people better and keep challenging ourselves to inspire others.…,False,https://www.work.ua/jobs/7773219/
6810385,Експерт/-ка з розвитку процесів продажів,Vodafone Україна,Vodafone Україна,,,,12 березня 2026,"Vodafone Україна — компанія світового рівня, що займає провідні позиції у сфері технологій та телекомунікацій, впроваджує інновації у всіх напрямках діяльності. Запорукою успіху Vodafone Україна є наші співробітники…",False,https://www.work.ua/jobs/6810385/
7009267,Аналітик РЕР,Військова частина А4862,Військова частина А4862,50 000 – 125 000 грн,50.0,0.0,12 березня 2026,"Повна зайнятість.
                            425 окремий полк «СКАЛА» — Пропонує службу у складі ефективного та сучасного військового підрозділу з якісним навчанням, підготовкою, та можливістю професійного зростання і реалізації свого потенціалу, це високотехнологічний…",False,https://www.work.ua/jobs/7009267/
7773018,Системний аналітик (міжбанківські операції),CS,CS,,,,12 березня 2026,"Ця роль є сполучною ланкою між бізнесом і командами розробників, відповідальною за переклад складних бізнес-вимог у ефективні технічні рішення…",False,https://www.work.ua/jobs/7773018/
7309558,BI-аналітик (військова служба),6 центр рекрутингу Сил безпілотних систем,6 центр рекрутингу Сил безпілотних систем,50 000 грн,50.0,0.0,12 березня 2026,"Повна зайнятість. Досвід роботи від 1 року.
                            Батальйон безпілотних систем «Цукрарня Птахів Мадяра» — це високотехнологічний батальйон у складі 414 окремої бригади безпілотних систем «Птахи Мадяра», який спеціалізується на забезпеченні підрозділів СБС ефективними…",False,https://www.work.ua/jobs/7309558/
6453145,"Аналітик штабу бригади, військовослужбовець","Хартія, 13-та БрОП НГУ",Хартія 13-та БрОП НГУ,25 000 – 125 000 грн,25.0,0.0,12 березня 2026,"13 бригада оперативного призначення НГУ «Хартія» — Збір та аналіз інформації допомагають діяти на випередження, знижуючи ризики та підвищувати ефективність бойових операцій. Основні обов’язки:   Аналіз великих обсягів…",False,https://www.work.ua/jobs/6453145/
7305355,Аналітик (військова служба),6 центр рекрутингу Сил безпілотних систем,6 центр рекрутингу Сил безпілотних систем,50 000 грн,50.0,0.0,12 березня 2026,"414-та окрема бригада ударних безпілотних авіаційних систем — це високотехнологічний підрозділ у складі Сил безпілотних систем Збройних Сил України, що спеціалізується…",False,https://www.work.ua/jobs/7305355/
7006417,"Аналітик (служба інформаційно-аналітичного забезпечення), військовослужбовець",Військова частина А4862,Військова частина А4862,50 000 – 125 000 грн,50.0,0.0,12 березня 2026,Ми цінуємо ваш досвід…,False,https://www.work.ua/jobs/7006417/
7690693,Web Analyst,Promodo,Promodo,,,,12 березня 2026,"В штаті працює понад 450 фахівців у 5 представництвах по всьому світу (Україна, США, Велика Британія, Естонія, Казахстан). П’ятий рік поспіль…",False,https://www.work.ua/jobs/7690693/
6782281,Економіст-аналітик,"Крісталмед, ТОВ",Крісталмед ТОВ,,,,12 березня 2026,"Ми запрошуємо до нашої великої та дружньої команди — «Економіста-аналітика». Що чекаємо від майбутнього співробітника?   досвід роботи з аналітикою та обліком даних, бажано медицина;   профільна вища освіта (економічна,…",False,https://www.work.ua/jobs/6782281/
7716573,Трейд-маркетинг менеджер,"Транс-Аква, ТОВ",Транс-Аква ТОВ,,,,12 березня 2026,"Trans Aqua — офіційний імпортер легендарної мінеральної води Borjomi в Україні. Ми будуємо сильний бренд, розвиваємо сучасні канали продажів і впроваджуємо ефективні трейд-маркетингові інструменти для зростання…",False,https://www.work.ua/jobs/7716573/
7774455,Фінансовий аналітик,Велич граніту,Велич граніту,28 000 – 37 000 грн,28.0,0.0,12 березня 2026,"Приєднуйся до нашої команди, аналізуй фінанси, плануй бюджет і впливай на розвиток компанії разом із професіоналами. Про компанію: Ми стабільна компанія яка працює на ринку з 1996 року. Займаємо лідируючу позицію…",False,https://www.work.ua/jobs/7774455/
5351900,Молодший системний аналітик,Techexpert,Techexpert,,,,12 березня 2026,Ми стабільно працюємо навіть у складний для країни…,False,https://www.work.ua/jobs/5351900/
7007260,"Аналітик із застосування групи безпілотних систем (черговий), військовослужбовець",Військова частина А4862,Військова частина А4862,50 000 – 125 000 грн,50.0,0.0,12 березня 2026,"Повна зайнятість. Досвід роботи від 1 року.
                            425 ОШП «Скала» — Для технологічного планування засобів ураження БПЛА, створення місій по групам ударних БПЛА (FPV, важких бомберів), розробки алгоритмів ураженням БПЛА) з використанням технологій БПЛА, планування…",False,https://www.work.ua/jobs/7007260/
7572034,"Data engineer, technical analyst",6 центр рекрутингу Сил безпілотних систем,6 центр рекрутингу Сил безпілотних систем,50 000 грн,50.0,0.0,12 березня 2026,Наш підрозділ — 1-й Окремий Центр БпС — це перший у світі підрозділ «технологічного спецпризначення». Ми формуємо команду професіоналів…,False,https://www.work.ua/jobs/7572034/
6937915,Фінансовий аналітик управління фінансового лізингу,Перший Український Міжнародний Банк (ПУМБ),Перший Український Міжнародний Банк (ПУМБ),,,,12 березня 2026,"Банк ПУМБ — це 33 роки надійності на українському фінансовому ринку, високоякісні послуги, сервіс, що постійно вдосконалюється, та індивідуальний підхід. ПУМБ входить до ТОП-5 найбільших банків України за версією…",False,https://www.work.ua/jobs/6937915/
5946368,Консультант з впровадження (калькулювання собівартості),IT-Enterprise,IT-Enterprise,,,,12 березня 2026,"Наша мета — зробити все для того, щоб бізнес був простим…",False,https://www.work.ua/jobs/5946368/
7690270,Бізнес-аналітик,Золотий Вік,Золотий Вік,,,,12 березня 2026,Про компанію:   Ми на ринку понад 25 років;   517 магазинів по всій Україні;   Власне виробництво;   91% наших директорів починали з лінійних посад;   68% керівників —…,False,https://www.work.ua/jobs/7690270/
5296982,Аналітик продажів,"Риф, ООО",Риф ООО,,,,12 березня 2026,"Привіт! Ми — компанія Риф, виробник смачних та якісних кондитерських виробів, що працює на ринку вже багато років і дбає про своїх клієнтів та партнерів. Запрошуємо до нашої дружньої команди Аналітика продаж, який…",False,https://www.work.ua/jobs/5296982/
7771239,Фінансовий аналітик,1+1 media,1+1 media,,,,12 березня 2026,"Медіаіндустрія змінюється з кожним днем, і ми — одні з лідерів цих змін. Приєднуйтесь до компанії професіоналів, які встановлюють стандарти галузі й творять майбутнє медіа в Україні. 1+1 media запрошує Фінансового…",False,https://www.work.ua/jobs/7771239/
5725052,Middle Data scientist,Перший Український Міжнародний Банк (ПУМБ),Перший Український Міжнародний Банк (ПУМБ),,,,12 березня 2026,"Для ПУМБ співробітник має значення. Лише командою робимо бізнес та виконуємо показники, командність — залог успіху. Що зробить Вас ідеальним кандидатом для цієї ролі?   Вища фінансово-економічна, математична або…",False,https://www.work.ua/jobs/5725052/
7014640,"Аналітик (Power BI), військовослужбовець",Військова частина А4862,Військова частина А4862,50 000 – 125 000 грн,50.0,0.0,12 березня 2026,Основні обов’язки:   Формування типу та вигляду даних для подальшого опрацювання та аналізу;   Використання…,False,https://www.work.ua/jobs/7014640/
7742316,Старший експерт з кредитного аналізу мікробізнесу,Ощадбанк,Ощадбанк,,,,12 березня 2026,"МІЙ БАНК — МОЯ ОПОРА.Опора мільйонів українців, хто відтепер каже «МОЄ». МОЇ ЛЮДИ. МОЯ СПРАВА. МОЯ СВОБОДА. ОЩАДБАНК запрошує до команди Старшого кредитного аналітика (мікро- та малий бізнес) Переваги:    Ви станете…",False,https://www.work.ua/jobs/7742316/
7717377,"Customer Support, Risk analyst",PayPro Ukraine,PayPro Ukraine,25 000 – 42 000 грн,25.0,0.0,12 березня 2026,"PayPro Global is hiring a sharp, bilingual Risk Analyst to join our skillful Risk Management & Support team. Our new teammate will monitor, evaluate and take effective actions addressing the safety of online payments…",False,https://www.work.ua/jobs/7717377/
7691086,"Оператор інформаційно-аналітичної групи, військовослужбовець",6 центр рекрутингу Сил безпілотних систем,6 центр рекрутингу Сил безпілотних систем,50 000 грн,50.0,0.0,12 березня 2026,"Повна зайнятість. Досвід роботи від 1 року.
                            Батальйон безпілотних систем «Цукрарня Птахів Мадяра» — це високотехнологічний батальйон у складі 414 окремої бригади безпілотних систем «Птахи Мадяра», який спеціалізується на забезпеченні підрозділів СБС ефективними…",False,https://www.work.ua/jobs/7691086/
7551724,Категорійний менеджер (хліб та хлібобулочні вироби),Varus,Varus,,,,12 березня 2026,"Мережа супермаркетів VARUS, запрошуємо до своєї команди Категорійного менеджера напрямку «Хліб та хлібобулочні вироби», власне виробництво. Що потрібно робити:   Вивчення ринку та конкурентів у своєму напрямку,…",False,https://www.work.ua/jobs/7551724/
7773045,Системний аналітик (пасивні банківські операції),CS,CS,,,,12 березня 2026,"Ця роль є сполучною ланкою між бізнесом і командами розробників, відповідальною за переклад складних бізнес-вимог у ефективні технічні рішення…",False,https://www.work.ua/jobs/7773045/
7773003,Системний аналітик (внутрішньобанківська бухгалтерія),CS,CS,,,,12 березня 2026,"Повна зайнятість. Досвід роботи від 2 років.
                            CS — продуктова і сервісна IT компанія в пошуках Бізнес-аналітика для розширення можливостей нашої лінійки продуктів автоматизації внутрішньобанківської бухгалтерії  Аналітик виконує роль сполучної ланки між бізнесом…",False,https://www.work.ua/jobs/7773003/
7775247,Retention Manager,Sheriff,Sheriff,,,,12 березня 2026,"Шукаєте стабільну роботу в компанії з гарною репутацією? Приєднуйтесь до нашої команди професіоналів та розвивайтеся разом із нами! Національний оператор охорони SHERIFF — це команда професіоналів, яка комплексно…",False,https://www.work.ua/jobs/7775247/
6815464,Аналітик з бухгалтерського та податкового обліку,IT-Enterprise,IT-Enterprise,,,,12 березня 2026,"0. Наша мета — зробити все для того, щоб бізнес був простим…",False,https://www.work.ua/jobs/6815464/
7775196,Фінансовий аналітик,Focus Estate Fund,Focus Estate Fund,35 000 – 40 000 грн,35.0,0.0,12 березня 2026,"Focus Estate Fund — міжнародний інвестиційний фонд, що спеціалізується на інвестиціях у комерційну нерухомість у Європі. . Ми працюємо у гнучкому remote-форматі та будуємо команду людей, які цінують професіоналізм,…",False,https://www.work.ua/jobs/7775196/
7084639,"Big Data analyst, аналітик даних",Київстар,Київстар,,,,12 березня 2026,"Ми шукаємо талановитого Data Analyst, який захоплюється роботою з даними: їхнім управлінням, аналізом та візуалізацією, щоб знаходити корисні інсайти та допомагати покращувати результати для бізнесу та внутрішніх…",False,https://www.work.ua/jobs/7084639/
6996730,"Demand Planner, менеджер з прогнозування попиту",Компанія прихована,Компанія прихована,,,,12 березня 2026,"Дніпро   Офіційна стабільна заробітна плата   Офіційне працевлаштування, оплачувана відпустка та лікарняні згідно КЗпП…",False,https://www.work.ua/jobs/6996730/
7742904,"Фахівець з комерційної аналітики ринку, маркетинговий, комерційний аналітик (бренд)",Alviva Group,Alviva Group,,,,12 березня 2026,"Про роль: Ми шукаємо аналітика, який забезпечить комерційний департамент системною ринковою аналітикою для прийняття управлінських рішень щодо:   цінової політики    асортименту    представленості продукції    конкурентної…",False,https://www.work.ua/jobs/7742904/
